Date Time,Max_RTT_ms,Sent_Packets,Received_Packets
2025/Sep/24 17:04:18,36.123,1,1
2025/Sep/24 17:04:19,38.089,1,1
2025/Sep/24 17:04:20,37.753,1,1
2025/Sep/24 17:04:22,56.037,1,1
2025/Sep/24 17:04:23,40.206,1,1
2025/Sep/24 17:04:24,35.641,1,1
2025/Sep/24 17:04:25,44.239,1,1
2025/Sep/24 17:04:26,34.916,1,1
2025/Sep/24 17:04:27,35.894,1,1
2025/Sep/24 17:04:29,37.412,1,1
2025/Sep/24 17:04:30,34.989,1,1
2025/Sep/24 17:04:31,43.905,1,1
2025/Sep/24 17:04:32,40.068,1,1
2025/Sep/24 17:04:33,34.583,1,1
2025/Sep/24 17:04:34,34.970,1,1
2025/Sep/24 17:04:36,35.680,1,1
2025/Sep/24 17:04:37,36.000,1,1
2025/Sep/24 17:04:38,39.397,1,1
2025/Sep/24 17:04:39,34.211,1,1
2025/Sep/24 17:04:40,47.990,1,1
2025/Sep/24 17:04:41,34.914,1,1
2025/Sep/24 17:04:42,42.904,1,1
2025/Sep/24 17:04:44,30.530,1,1
2025/Sep/24 17:04:45,37.116,1,1
2025/Sep/24 17:04:46,33.293,1,1
2025/Sep/24 17:04:47,36.533,1,1
2025/Sep/24 17:04:48,44.088,1,1
2025/Sep/24 17:04:49,38.822,1,1
2025/Sep/24 17:04:50,34.313,1,1
2025/Sep/24 17:04:52,48.028,1,1
2025/Sep/24 17:04:53,40.464,1,1
2025/Sep/24 17:04:54,40.877,1,1
2025/Sep/24 17:04:55,36.376,1,1
2025/Sep/24 17:04:56,36.949,1,1
2025/Sep/24 17:04:57,31.919,1,1
2025/Sep/24 17:04:58,38.930,1,1
2025/Sep/24 17:05:00,34.508,1,1
2025/Sep/24 17:05:01,35.904,1,1
2025/Sep/24 17:05:02,42.656,1,1
2025/Sep/24 17:05:03,34.992,1,1
2025/Sep/24 17:05:04,35.074,1,1
2025/Sep/24 17:05:05,34.648,1,1
2025/Sep/24 17:05:06,35.129,1,1
2025/Sep/24 17:05:08,34.721,1,1
2025/Sep/24 17:05:09,39.814,1,1
2025/Sep/24 17:05:10,38.654,1,1
2025/Sep/24 17:05:11,55.330,1,1
2025/Sep/24 17:05:12,34.535,1,1
2025/Sep/24 17:05:13,35.512,1,1
2025/Sep/24 17:05:15,38.735,1,1
2025/Sep/24 17:05:16,35.035,1,1
2025/Sep/24 17:05:17,36.139,1,1
2025/Sep/24 17:05:18,35.030,1,1
2025/Sep/24 17:05:19,36.387,1,1
2025/Sep/24 17:05:20,35.056,1,1
2025/Sep/24 17:05:21,34.989,1,1
2025/Sep/24 17:05:23,34.927,1,1
2025/Sep/24 17:05:24,40.184,1,1
2025/Sep/24 17:05:25,39.011,1,1
2025/Sep/24 17:05:26,39.153,1,1
2025/Sep/24 17:05:27,35.963,1,1
2025/Sep/24 17:05:28,37.265,1,1
2025/Sep/24 17:05:29,48.863,1,1
2025/Sep/24 17:05:31,38.670,1,1
2025/Sep/24 17:05:32,40.973,1,1
2025/Sep/24 17:05:33,46.160,1,1
2025/Sep/24 17:05:34,40.879,1,1
2025/Sep/24 17:05:35,48.426,1,1
2025/Sep/24 17:05:36,38.778,1,1
2025/Sep/24 17:05:37,39.457,1,1
2025/Sep/24 17:05:39,51.432,1,1
2025/Sep/24 17:05:40,39.309,1,1
2025/Sep/24 17:05:41,44.511,1,1
2025/Sep/24 17:05:42,40.890,1,1
2025/Sep/24 17:05:43,36.421,1,1
2025/Sep/24 17:05:44,36.350,1,1
2025/Sep/24 17:05:45,37.507,1,1
2025/Sep/24 17:05:47,31.746,1,1
2025/Sep/24 17:05:48,32.453,1,1
2025/Sep/24 17:05:49,36.725,1,1
2025/Sep/24 17:05:50,35.481,1,1
2025/Sep/24 17:05:51,35.422,1,1
2025/Sep/24 17:05:52,31.210,1,1
2025/Sep/24 17:05:53,32.571,1,1
2025/Sep/24 17:05:55,31.274,1,1
2025/Sep/24 17:05:56,39.249,1,1
2025/Sep/24 17:05:57,31.329,1,1
2025/Sep/24 17:05:58,35.468,1,1
2025/Sep/24 17:05:59,32.041,1,1
2025/Sep/24 17:06:00,37.175,1,1
2025/Sep/24 17:06:02,37.220,1,1
2025/Sep/24 17:06:03,36.954,1,1
2025/Sep/24 17:06:04,41.091,1,1
2025/Sep/24 17:06:05,37.052,1,1
2025/Sep/24 17:06:06,41.182,1,1
2025/Sep/24 17:06:07,40.306,1,1
2025/Sep/24 17:06:08,36.524,1,1
2025/Sep/24 17:06:10,36.000,1,1
2025/Sep/24 17:06:11,36.116,1,1
2025/Sep/24 17:06:12,40.811,1,1
2025/Sep/24 17:06:13,41.401,1,1
2025/Sep/24 17:06:14,40.865,1,1
2025/Sep/24 17:06:15,36.059,1,1
2025/Sep/24 17:06:16,N/A,1,0
2025/Sep/24 17:06:18,35.871,1,1
2025/Sep/24 17:06:19,41.220,1,1
2025/Sep/24 17:06:20,39.773,1,1
2025/Sep/24 17:06:21,41.050,1,1
2025/Sep/24 17:06:22,40.102,1,1
2025/Sep/24 17:06:23,49.045,1,1
2025/Sep/24 17:06:24,35.943,1,1
2025/Sep/24 17:06:26,44.340,1,1
2025/Sep/24 17:06:27,45.169,1,1
2025/Sep/24 17:06:28,36.657,1,1
2025/Sep/24 17:06:29,33.383,1,1
2025/Sep/24 17:06:30,36.364,1,1
2025/Sep/24 17:06:31,33.279,1,1
2025/Sep/24 17:06:32,33.630,1,1
2025/Sep/24 17:06:34,34.174,1,1
2025/Sep/24 17:06:35,37.603,1,1
2025/Sep/24 17:06:36,32.694,1,1
2025/Sep/24 17:06:37,37.117,1,1
2025/Sep/24 17:06:38,34.421,1,1
2025/Sep/24 17:06:39,44.418,1,1
2025/Sep/24 17:06:41,32.677,1,1
2025/Sep/24 17:06:42,36.900,1,1
2025/Sep/24 17:06:43,43.458,1,1
2025/Sep/24 17:06:44,34.152,1,1
2025/Sep/24 17:06:45,38.013,1,1
2025/Sep/24 17:06:46,38.239,1,1
2025/Sep/24 17:06:47,35.369,1,1
2025/Sep/24 17:06:49,34.149,1,1
2025/Sep/24 17:06:50,35.207,1,1
2025/Sep/24 17:06:51,33.988,1,1
2025/Sep/24 17:06:52,34.913,1,1
2025/Sep/24 17:06:53,34.368,1,1
2025/Sep/24 17:06:54,33.910,1,1
2025/Sep/24 17:06:55,35.402,1,1
2025/Sep/24 17:06:57,34.246,1,1
2025/Sep/24 17:06:58,37.283,1,1
2025/Sep/24 17:06:59,37.472,1,1
2025/Sep/24 17:07:00,37.575,1,1
2025/Sep/24 17:07:01,40.598,1,1
2025/Sep/24 17:07:02,37.259,1,1
2025/Sep/24 17:07:03,36.952,1,1
2025/Sep/24 17:07:05,37.041,1,1
2025/Sep/24 17:07:06,36.793,1,1
2025/Sep/24 17:07:07,36.527,1,1
2025/Sep/24 17:07:08,45.625,1,1
2025/Sep/24 17:07:09,36.513,1,1
2025/Sep/24 17:07:10,41.537,1,1
2025/Sep/24 17:07:11,44.728,1,1
2025/Sep/24 17:07:13,47.308,1,1
2025/Sep/24 17:07:14,32.989,1,1
2025/Sep/24 17:07:15,41.638,1,1
2025/Sep/24 17:07:16,32.935,1,1
2025/Sep/24 17:07:17,39.055,1,1
2025/Sep/24 17:07:18,37.023,1,1
2025/Sep/24 17:07:20,32.940,1,1
2025/Sep/24 17:07:21,37.698,1,1
2025/Sep/24 17:07:22,45.334,1,1
2025/Sep/24 17:07:23,40.036,1,1
2025/Sep/24 17:07:24,33.143,1,1
2025/Sep/24 17:07:25,36.497,1,1
2025/Sep/24 17:07:26,41.089,1,1
2025/Sep/24 17:07:28,69.323,1,1
2025/Sep/24 17:07:29,38.117,1,1
2025/Sep/24 17:07:30,37.358,1,1
2025/Sep/24 17:07:31,41.613,1,1
2025/Sep/24 17:07:32,38.524,1,1
2025/Sep/24 17:07:33,38.506,1,1
2025/Sep/24 17:07:34,37.916,1,1
2025/Sep/24 17:07:36,46.943,1,1
2025/Sep/24 17:07:37,38.533,1,1
2025/Sep/24 17:07:38,37.238,1,1
2025/Sep/24 17:07:39,44.816,1,1
2025/Sep/24 17:07:40,37.050,1,1
2025/Sep/24 17:07:41,38.093,1,1
2025/Sep/24 17:07:42,41.167,1,1
2025/Sep/24 17:07:44,50.341,1,1
2025/Sep/24 17:07:45,38.231,1,1
2025/Sep/24 17:07:46,33.863,1,1
2025/Sep/24 17:07:47,33.917,1,1
2025/Sep/24 17:07:48,32.963,1,1
2025/Sep/24 17:07:49,37.304,1,1
2025/Sep/24 17:07:50,33.408,1,1
2025/Sep/24 17:07:52,46.073,1,1
2025/Sep/24 17:07:53,34.371,1,1
2025/Sep/24 17:07:54,33.189,1,1
2025/Sep/24 17:07:55,38.461,1,1
2025/Sep/24 17:07:56,38.412,1,1
2025/Sep/24 17:07:57,37.514,1,1
2025/Sep/24 17:07:58,38.072,1,1
2025/Sep/24 17:08:00,43.264,1,1
2025/Sep/24 17:08:01,40.047,1,1
2025/Sep/24 17:08:02,50.285,1,1
2025/Sep/24 17:08:03,34.188,1,1
2025/Sep/24 17:08:04,33.566,1,1
2025/Sep/24 17:08:05,36.932,1,1
2025/Sep/24 17:08:07,38.092,1,1
2025/Sep/24 17:08:08,34.168,1,1
2025/Sep/24 17:08:09,38.045,1,1
2025/Sep/24 17:08:10,32.711,1,1
2025/Sep/24 17:08:11,34.096,1,1
2025/Sep/24 17:08:12,34.089,1,1
2025/Sep/24 17:08:13,36.747,1,1
2025/Sep/24 17:08:15,37.504,1,1
2025/Sep/24 17:08:16,42.314,1,1
2025/Sep/24 17:08:17,34.579,1,1
2025/Sep/24 17:08:18,36.077,1,1
2025/Sep/24 17:08:19,37.863,1,1
2025/Sep/24 17:08:20,44.138,1,1
2025/Sep/24 17:08:21,46.650,1,1
2025/Sep/24 17:08:23,37.241,1,1
2025/Sep/24 17:08:24,40.689,1,1
2025/Sep/24 17:08:25,40.982,1,1
2025/Sep/24 17:08:26,34.658,1,1
2025/Sep/24 17:08:27,52.430,1,1
2025/Sep/24 17:08:28,N/A,1,0
2025/Sep/24 17:08:30,34.772,1,1
2025/Sep/24 17:08:31,42.903,1,1
2025/Sep/24 17:08:32,37.475,1,1
2025/Sep/24 17:08:33,37.583,1,1
2025/Sep/24 17:08:34,34.646,1,1
2025/Sep/24 17:08:35,29.751,1,1
2025/Sep/24 17:08:36,34.765,1,1
2025/Sep/24 17:08:38,46.372,1,1
2025/Sep/24 17:08:39,34.864,1,1
2025/Sep/24 17:08:40,38.276,1,1
2025/Sep/24 17:08:41,38.880,1,1
2025/Sep/24 17:08:42,42.834,1,1
2025/Sep/24 17:08:43,288.489,1,1
2025/Sep/24 17:08:45,30.143,1,1
2025/Sep/24 17:08:46,28.472,1,1
2025/Sep/24 17:08:47,29.510,1,1
2025/Sep/24 17:08:48,102.003,1,1
2025/Sep/24 17:08:49,38.323,1,1
2025/Sep/24 17:08:50,41.129,1,1
2025/Sep/24 17:08:51,33.056,1,1
2025/Sep/24 17:08:53,35.973,1,1
2025/Sep/24 17:08:54,36.301,1,1
2025/Sep/24 17:08:55,36.975,1,1
2025/Sep/24 17:08:56,41.790,1,1
2025/Sep/24 17:08:57,32.343,1,1
2025/Sep/24 17:08:58,32.364,1,1
2025/Sep/24 17:08:59,39.166,1,1
2025/Sep/24 17:09:01,34.653,1,1
2025/Sep/24 17:09:02,35.502,1,1
2025/Sep/24 17:09:03,35.203,1,1
2025/Sep/24 17:09:04,35.642,1,1
2025/Sep/24 17:09:05,35.054,1,1
2025/Sep/24 17:09:06,32.189,1,1
2025/Sep/24 17:09:08,31.503,1,1
2025/Sep/24 17:09:09,36.281,1,1
2025/Sep/24 17:09:10,35.021,1,1
2025/Sep/24 17:09:11,35.213,1,1
2025/Sep/24 17:09:12,35.352,1,1
2025/Sep/24 17:09:13,34.271,1,1
2025/Sep/24 17:09:14,32.460,1,1
2025/Sep/24 17:09:16,33.404,1,1
2025/Sep/24 17:09:17,39.820,1,1
2025/Sep/24 17:09:18,33.280,1,1
2025/Sep/24 17:09:19,34.490,1,1
2025/Sep/24 17:09:20,31.883,1,1
2025/Sep/24 17:09:21,40.565,1,1
2025/Sep/24 17:09:22,34.488,1,1
2025/Sep/24 17:09:24,39.238,1,1
2025/Sep/24 17:09:25,40.495,1,1
2025/Sep/24 17:09:26,33.323,1,1
2025/Sep/24 17:09:27,36.505,1,1
2025/Sep/24 17:09:28,32.250,1,1
2025/Sep/24 17:09:29,255.746,1,1
2025/Sep/24 17:09:30,35.992,1,1
2025/Sep/24 17:09:32,56.763,1,1
2025/Sep/24 17:09:33,32.255,1,1
2025/Sep/24 17:09:34,32.142,1,1
2025/Sep/24 17:09:35,35.800,1,1
2025/Sep/24 17:09:36,27.884,1,1
2025/Sep/24 17:09:37,32.276,1,1
2025/Sep/24 17:09:39,31.917,1,1
2025/Sep/24 17:09:40,37.047,1,1
2025/Sep/24 17:09:41,31.972,1,1
2025/Sep/24 17:09:42,32.195,1,1
2025/Sep/24 17:09:43,32.688,1,1
2025/Sep/24 17:09:44,37.331,1,1
2025/Sep/24 17:09:45,35.967,1,1
2025/Sep/24 17:09:47,39.596,1,1
2025/Sep/24 17:09:48,43.155,1,1
2025/Sep/24 17:09:49,35.977,1,1
2025/Sep/24 17:09:50,35.216,1,1
2025/Sep/24 17:09:51,36.299,1,1
2025/Sep/24 17:09:52,39.626,1,1
2025/Sep/24 17:09:53,35.198,1,1
2025/Sep/24 17:09:55,40.372,1,1
2025/Sep/24 17:09:56,52.661,1,1
2025/Sep/24 17:09:57,35.813,1,1
2025/Sep/24 17:09:58,42.162,1,1
2025/Sep/24 17:09:59,40.084,1,1
2025/Sep/24 17:10:00,48.466,1,1
2025/Sep/24 17:10:02,38.659,1,1
2025/Sep/24 17:10:03,50.185,1,1
2025/Sep/24 17:10:04,46.602,1,1
2025/Sep/24 17:10:05,38.628,1,1
2025/Sep/24 17:10:06,48.260,1,1
2025/Sep/24 17:10:07,40.023,1,1
2025/Sep/24 17:10:08,39.368,1,1
2025/Sep/24 17:10:10,50.161,1,1
2025/Sep/24 17:10:11,43.898,1,1
2025/Sep/24 17:10:12,46.571,1,1
2025/Sep/24 17:10:13,N/A,1,0
2025/Sep/24 17:10:14,31.014,1,1
2025/Sep/24 17:10:15,44.205,1,1
2025/Sep/24 17:10:16,30.930,1,1
2025/Sep/24 17:10:18,59.072,1,1
2025/Sep/24 17:10:19,43.265,1,1
2025/Sep/24 17:10:20,36.047,1,1
2025/Sep/24 17:10:21,40.070,1,1
2025/Sep/24 17:10:22,31.916,1,1
