Date Time,latitude,longitude,MCC,MNC,PCI,EARFCN,CellID,LAC,RSRP,RSRQ,RSSI,SINR,NB1_EARFCN,NB1_PCI,NB1_RSRQ,NB1_RSRP,NB1_RSSI,NB2_EARFCN,NB2_PCI,NB2_RSRQ,NB2_RSRP,NB2_RSSI,NB3_EARFCN,NB3_PCI,NB3_RSRQ,NB3_RSRP,NB3_RSSI,NB4_EARFCN,NB4_PCI,NB4_RSRQ,NB4_RSRP,NB4_RSSI,NB5_EARFCN,NB5_PCI,NB5_RSRQ,NB5_RSRP,NB5_RSSI,NB6_EARFCN,NB6_PCI,NB6_RSRQ,NB6_RSRP,NB6_RSSI,NB7_EARFCN,NB7_PCI,NB7_RSRQ,NB7_RSRP,NB7_RSSI,NB8_EARFCN,NB8_PCI,NB8_RSRQ,NB8_RSRP,NB8_RSSI,NB9_EARFCN,NB9_PCI,NB9_RSRQ,NB9_RSRP,NB9_RSSI,NB10_EARFCN,NB10_PCI,NB10_RSRQ,NB10_RSRP,NB10_RSSI
11/30/23 14:33:43,38.95447435,-95.25110053333333,311,480,389,2300,216840.32,55302,-87,-10,-58,10,
11/30/23 14:33:47,38.95481376666667,-95.25109881666667,311,480,389,2300,216840.32,55302,-85,-11,-53,10,
11/30/23 14:33:51,38.95501965,-95.25112101666667,311,480,389,2300,216840.32,55302,-87,-11,-55,10,
11/30/23 14:33:55,38.95504973333333,-95.25113963333334,311,480,389,2300,216840.32,55302,-88,-10,-58,10,
11/30/23 14:33:59,38.9551208,-95.25115476666667,311,480,389,2300,216840.32,55302,-76,-7,-48,13,
11/30/23 14:34:03,38.95521238333333,-95.25116325,311,480,389,2300,216840.32,55302,-87,-12,-55,8,
11/30/23 14:34:07,38.955283533333336,-95.25106051666667,311,480,284,2300,216839.32,55302,-85,-12,-53,11,311,480,284,2300,216839.32,55302,-78,-9,-48,16,
11/30/23 14:34:16,38.955302716666665,-95.25042673333333,311,480,284,2300,216839.32,55302,-70,-7,-44,19,
11/30/23 14:34:20,38.95527776666667,-95.25026466666667,311,480,284,2300,216839.32,55302,-71,-8,-39,19,
11/30/23 14:34:24,38.95526938333333,-95.25018126666667,311,480,284,2300,216839.32,55302,-70,-7,-43,20,
11/30/23 14:34:27,38.95528946666667,-95.25016413333333,311,480,284,2300,216839.32,55302,-69,-7,-42,21,
11/30/23 14:34:32,38.95529513333334,-95.25014853333333,311,480,284,2300,216839.32,55302,-70,-6,-43,20,
11/30/23 14:34:36,38.95530255,-95.2501425,311,480,284,2300,216839.32,55302,-70,-6,-44,21,311,480,284,2300,216839.32,55302,-71,-6,-44,20,
11/30/23 14:34:45,38.95530465,-95.25012365,311,480,284,2300,216839.32,55302,-70,-8,-36,22,
11/30/23 14:34:49,38.955300316666666,-95.25002111666667,311,480,284,2300,216839.32,55302,-64,-6,-37,24,
11/30/23 14:34:53,38.95534033333333,-95.2498277,311,480,284,2300,216839.32,55302,-65,-6,-38,21,
11/30/23 14:34:57,38.9553228,-95.24958953333334,311,480,284,2300,216839.32,55302,-73,-6,-52,16,
11/30/23 14:35:01,38.95531995,-95.24928045,311,480,284,2300,216839.32,55302,-82,-8,-52,13,
11/30/23 14:35:05,38.95534321666667,-95.24896538333333,311,480,388,2300,216840.22,55302,-83,-9,-54,14,
11/30/23 14:35:09,38.9553465,-95.2485943,311,480,388,2300,216840.22,55302,-77,-6,-50,17,
11/30/23 14:35:13,38.95532358333333,-95.24822675,311,480,388,2300,216840.22,55302,-80,-9,-50,16,
11/30/23 14:35:17,38.955325716666664,-95.247867,311,480,388,2300,216840.22,55302,-77,-8,-48,16,
11/30/23 14:35:21,38.95529915,-95.24752103333333,311,480,388,2300,216840.22,55302,-80,-10,-50,15,
11/30/23 14:35:25,38.95528856666667,-95.24721248333333,311,480,388,2300,216840.22,55302,-84,-10,-54,14,
11/30/23 14:35:29,38.955286433333335,-95.24688601666666,311,480,388,2300,216840.22,55302,-91,-11,-60,12,
11/30/23 14:35:33,38.95528148333333,-95.24652478333333,311,480,387,2300,216840.12,55302,-86,-9,-56,13,
11/30/23 14:35:38,38.95527885,-95.24605128333333,311,480,387,2300,216840.12,55302,-88,-8,-59,14,
11/30/23 14:35:42,38.9552807,-95.24561211666666,311,480,387,2300,216840.12,55302,-94,-11,-62,11,
11/30/23 14:35:46,38.95527953333333,-95.24517975,311,480,387,2300,216840.12,55302,-95,-16,-54,7,
11/30/23 14:35:51,38.95527665,-95.24469673333333,311,480,277,2300,216455.22,55302,-89,-16,-52,7,
11/30/23 14:35:55,38.955279383333334,-95.24451216666667,311,480,277,2300,216455.22,55302,-85,-15,-49,11,
11/30/23 14:35:59,38.955272433333334,-95.24451473333333,311,480,277,2300,216455.22,55302,-87,-15,-51,11,
11/30/23 14:36:03,38.955288616666664,-95.24438956666667,311,480,277,2300,216455.22,55302,-94,-17,-55,8,
11/30/23 14:36:07,38.95538656666667,-95.24430178333333,311,480,388,2300,216840.22,55302,-82,-10,-50,12,
11/30/23 14:36:11,38.955562183333335,-95.24434833333333,311,480,387,2300,216840.12,55302,-78,-8,-46,17,
11/30/23 14:36:15,38.95578865,-95.2445563,311,480,387,2300,216840.12,55302,-74,-8,-43,13,
11/30/23 14:36:19,38.956053983333334,-95.24482161666667,311,480,387,2300,216840.12,55302,-91,-11,-58,13,
11/30/23 14:36:23,38.95628936666667,-95.2451401,311,480,387,2300,216840.12,55302,-69,-7,-40,20,
11/30/23 14:36:26,38.95644575,-95.24538821666667,311,480,387,2300,216840.12,55302,-71,-8,-43,16,
11/30/23 14:36:31,38.9566675,-95.24572326666667,311,480,387,2300,216840.12,55302,-77,-9,-49,14,
11/30/23 14:36:35,38.9567893,-95.24585791666667,311,480,387,2300,216840.12,55302,-79,-9,-48,14,
11/30/23 14:36:39,38.9568486,-95.24586846666666,311,480,387,2300,216840.12,55302,-81,-9,-52,12,
11/30/23 14:36:43,38.95693505,-95.24589503333333,311,480,387,2300,216840.12,55302,-81,-11,-49,11,
11/30/23 14:36:47,38.9570701,-95.24589223333334,311,480,387,2300,216840.12,55302,-82,-11,-51,11,
11/30/23 14:36:50,38.95710695,-95.24588456666666,311,480,387,2300,216840.12,55302,-82,-12,-50,10,
11/30/23 14:36:54,38.95710618333333,-95.24588255,311,480,387,2300,216840.12,55302,-82,-12,-49,11,
11/30/23 14:37:00,38.9571205,-95.24587818333333,311,480,387,2300,216840.12,55302,-82,-11,-51,11,
11/30/23 14:37:04,38.9571444,-95.24588223333333,311,480,387,2300,216840.12,55302,-83,-11,-51,10,
11/30/23 14:37:08,38.957146683333335,-95.24588155000001,311,480,387,2300,216840.12,55302,-82,-11,-47,10,
11/30/23 14:37:12,38.95714355,-95.24587698333333,311,480,387,2300,216840.12,55302,-82,-11,-51,10,
11/30/23 14:37:16,38.95709703333333,-95.24588371666667,311,480,387,2300,216840.12,55302,-81,-11,-51,11,
11/30/23 14:37:20,38.957068666666665,-95.24590225,311,480,387,2300,216840.12,55302,-81,-10,-51,12,
11/30/23 14:37:24,38.95705866666667,-95.24590641666667,311,480,387,5230,216840.1,55302,-67,-10,-39,15,
11/30/23 14:37:28,38.957087216666665,-95.24589131666667,311,480,387,5230,216840.1,55302,-72,-10,-47,12,
11/30/23 14:37:32,38.95715435,-95.24587021666666,311,480,405,5230,216843.1,55302,-73,-11,-43,11,
11/30/23 14:37:36,38.957284783333336,-95.24585843333334,311,480,405,5230,216843.1,55302,-69,-8,-44,13,
11/30/23 14:37:40,38.957418483333335,-95.245996,311,480,387,5230,216840.1,55302,-72,-6,-48,19,
11/30/23 14:37:44,38.9575091,-95.24628336666666,311,480,387,5230,216840.1,55302,-68,-7,-44,19,
11/30/23 14:37:48,38.9576086,-95.24659118333334,311,480,387,5230,216840.1,55302,-73,-8,-43,15,
11/30/23 14:37:53,38.957738733333336,-95.24690586666667,311,480,387,5230,216840.1,55302,-69,-7,-44,13,
11/30/23 14:37:57,38.95779423333333,-95.24706673333333,311,480,387,5230,216840.1,55302,-72,-6,-46,16,
11/30/23 14:38:01,38.957772033333335,-95.24707733333334,311,480,387,5230,216840.1,55302,-73,-8,-46,17,
11/30/23 14:38:05,38.95774183333333,-95.2470677,311,480,387,5230,216840.1,55302,-71,-7,-45,16,
11/30/23 14:38:09,38.957742483333334,-95.24706405,311,480,387,5230,216840.1,55302,-73,-10,-46,15,
11/30/23 14:38:13,38.95774423333334,-95.2470638,311,480,387,5230,216840.1,55302,-72,-7,-48,17,
11/30/23 14:38:17,38.95774485,-95.24706401666667,311,480,387,5230,216840.1,55302,-73,-8,-44,14,311,480,387,5230,216840.1,55302,-69,-6,-46,15,
11/30/23 14:38:26,38.9578024,-95.24719825,311,480,387,5230,216840.1,55302,-73,-7,-48,16,
11/30/23 14:38:31,38.95791555,-95.24746835,311,480,387,5230,216840.1,55302,-72,-6,-48,20,
11/30/23 14:38:35,38.95801055,-95.24772603333334,311,480,387,5230,216840.1,55302,-72,-9,-45,19,
11/30/23 14:38:39,38.958083216666665,-95.24797596666667,311,480,283,2300,216839.22,55302,-85,-7,-55,15,
11/30/23 14:38:43,38.958197,-95.24825118333334,311,480,283,2300,216839.22,55302,-77,-7,-47,18,
11/30/23 14:38:47,38.95826443333333,-95.24850105,311,480,283,2300,216839.22,55302,-71,-6,-42,19,
11/30/23 14:38:51,38.958342933333334,-95.24865528333333,311,480,283,2300,216839.22,55302,-77,-7,-49,17,311,480,283,2300,216839.22,55302,-84,-7,-60,12,
11/30/23 14:39:00,38.95849973333333,-95.24904633333334,311,480,283,2300,216839.22,55302,-91,-11,-58,12,
11/30/23 14:39:04,38.95859123333334,-95.24930455,311,480,406,2300,216843.22,55302,-84,-7,-57,17,
11/30/23 14:39:09,38.958660333333334,-95.2494599,311,480,406,2300,216843.22,55302,-81,-7,-51,17,
11/30/23 14:39:13,38.95868825,-95.2494626,311,480,406,2300,216843.22,55302,-82,-7,-55,17,
11/30/23 14:39:17,38.958694066666666,-95.24945738333334,311,480,406,2300,216843.22,55302,-83,-7,-58,15,
11/30/23 14:39:21,38.95870468333333,-95.24945578333333,311,480,406,2300,216843.22,55302,-86,-7,-58,14,
11/30/23 14:39:25,38.9587155,-95.24945203333333,311,480,406,2300,216843.22,55302,-85,-7,-57,14,
11/30/23 14:39:29,38.95871663333333,-95.24945296666667,311,480,406,2300,216843.22,55302,-85,-7,-57,14,
11/30/23 14:39:33,38.9587116,-95.24945055,311,480,406,2300,216843.22,55302,-84,-7,-57,16,
11/30/23 14:39:37,38.958732,-95.24951598333334,311,480,406,2300,216843.22,55302,-87,-8,-56,12,
11/30/23 14:39:42,38.95880291666667,-95.24976846666667,311,480,406,2300,216843.22,55302,-87,-9,-58,11,
11/30/23 14:39:46,38.958873,-95.25001195,311,480,406,2300,216843.22,55302,-89,-11,-59,9,
11/30/23 14:39:50,38.95893193333333,-95.25018808333333,311,480,283,2300,216839.22,55302,-80,-7,-51,14,
11/30/23 14:39:54,38.95900025,-95.25040723333333,311,480,283,2300,216839.22,55302,-83,-9,-55,12,
11/30/23 14:39:58,38.95903706666667,-95.25054976666667,311,480,283,2300,216839.22,55302,-78,-7,-50,14,
11/30/23 14:40:02,38.95910738333333,-95.25068991666667,311,480,283,2300,216839.22,55302,-79,-8,-48,14,
11/30/23 14:40:06,38.95919985,-95.25085481666666,311,480,283,2300,216839.22,55302,-80,-7,-53,17,
11/30/23 14:40:10,38.959177333333336,-95.25101866666667,311,480,283,2300,216839.22,55302,-79,-7,-50,16,
11/30/23 14:40:14,38.95906765,-95.25112166666666,311,480,283,2300,216839.22,55302,-75,-8,-42,21,
11/30/23 14:40:18,38.95897325,-95.25117871666667,311,480,283,2300,216839.22,55302,-71,-6,-42,21,
11/30/23 14:40:22,38.95894276666667,-95.25140416666666,311,480,283,2300,216839.22,55302,-82,-8,-52,10,
11/30/23 14:40:26,38.958937133333336,-95.25173911666667,311,480,283,2300,216839.22,55302,-87,-9,-58,14,
11/30/23 14:40:30,38.95895983333333,-95.25192358333334,311,480,283,2300,216839.22,55302,-94,-13,-60,11,
11/30/23 14:40:34,38.958917766666666,-95.25204106666666,311,480,283,2300,216839.22,55302,-88,-10,-58,13,311,480,282,2300,216839.12,55302,-76,-7,-50,19,311,480,282,2300,216839.12,55302,-88,-11,-56,12,
11/30/23 14:40:47,38.957994066666664,-95.2521859,311,480,282,2300,216839.12,55302,-86,-11,-55,11,
11/30/23 14:40:51,38.95761246666667,-95.25213091666667,311,480,282,2300,216839.12,55302,-91,-16,-55,8,
11/30/23 14:40:55,38.9574159,-95.25213651666667,311,480,284,2300,216839.32,55302,-88,-11,-57,12,
11/30/23 14:40:59,38.9573062,-95.252205,311,480,284,2300,216839.32,55302,-92,-14,-56,7,
11/30/23 14:41:03,38.95718455,-95.25226953333333,311,480,389,2300,216840.32,55302,-80,-7,-45,18,
